x,y,z,q,words
1.0769230769230766,15.0,,-6.844444444444444,
1.615384615384615,15.0,4.0,-6.844444444444444,Hope
-4.3076923076923075,15.0,4.0,-6.844444444444444,Hope
-2.153846153846154,5.0,4.0,-6.948148148148148,Hope
3.23076923076923,5.0,0.0,-6.948148148148148,is
3.76923076923077,10.0,0.0,-6.896296296296296,is
-2.6923076923076925,10.0,0.0,-6.896296296296296,the
-4.3076923076923075,10.0,0.0,-6.896296296296296,the
3.76923076923077,20.0,0.0,-6.792592592592593,the
-2.6923076923076925,20.0,0.0,-6.792592592592593,thing
-2.153846153846154,20.0,0.0,-6.792592592592593,thing
0.5384615384615383,20.0,0.0,-6.792592592592593,thing
-3.230769230769231,20.0,0.0,-6.792592592592593,thing
5.384615384615385,15.0,0.0,-6.844444444444444,thing
-2.153846153846154,15.0,0.0,-6.844444444444444,with
3.76923076923077,15.0,0.0,-6.844444444444444,with
-2.6923076923076925,15.0,0.0,-6.844444444444444,with
-3.769230769230769,35.0,0.0,-6.637037037037037,with
-4.3076923076923075,35.0,0.0,-6.637037037037037,feathers
-6.461538461538462,35.0,0.0,-6.637037037037037,feathers
3.76923076923077,35.0,0.0,-6.637037037037037,feathers
-2.6923076923076925,35.0,0.0,-6.637037037037037,feathers
-4.3076923076923075,35.0,0.0,-6.637037037037037,feathers
2.6923076923076916,35.0,0.0,-6.637037037037037,feathers
3.23076923076923,35.0,0.0,-6.637037037037037,feathers
-2.6923076923076925,15.0,0.0,-6.844444444444444,feathers
-6.461538461538462,15.0,,-6.844444444444444,
3.76923076923077,15.0,0.0,-6.844444444444444,That
1.615384615384615,30.0,0.0,-6.688888888888889,That
-4.3076923076923075,30.0,0.0,-6.688888888888889,That
2.6923076923076916,30.0,0.0,-6.688888888888889,perches
-5.384615384615385,30.0,0.0,-6.688888888888889,perches
-2.6923076923076925,30.0,0.0,-6.688888888888889,perches
-4.3076923076923075,30.0,0.0,-6.688888888888889,perches
3.23076923076923,30.0,0.0,-6.688888888888889,perches
-2.153846153846154,5.0,0.0,-6.948148148148148,perches
0.5384615384615383,5.0,0.0,-6.948148148148148,perches
3.76923076923077,10.0,0.0,-6.896296296296296,in
-2.6923076923076925,10.0,0.0,-6.896296296296296,in
-4.3076923076923075,10.0,0.0,-6.896296296296296,the
3.23076923076923,15.0,0.0,-6.844444444444444,the
1.0769230769230766,15.0,0.0,-6.844444444444444,the
4.307692307692308,15.0,0.0,-6.844444444444444,soul
-0.5384615384615383,15.0,0.0,-6.844444444444444,soul
0.5384615384615383,10.0,0.0,-6.896296296296296,soul
-4.846153846153847,10.0,0.0,-6.896296296296296,soul
3.23076923076923,20.0,,-6.792592592592593,
-2.153846153846154,20.0,0.0,-6.792592592592593,And
0.5384615384615383,20.0,0.0,-6.792592592592593,And
-3.230769230769231,20.0,0.0,-6.792592592592593,sings
3.23076923076923,20.0,0.0,-6.792592592592593,sings
3.76923076923077,10.0,0.0,-6.896296296296296,sings
-2.6923076923076925,10.0,0.0,-6.896296296296296,sings
-4.3076923076923075,10.0,0.0,-6.896296296296296,sings
3.76923076923077,15.0,0.0,-6.844444444444444,the
4.307692307692308,15.0,0.0,-6.844444444444444,the
0.5384615384615383,15.0,0.0,-6.844444444444444,the
-4.3076923076923075,15.0,0.0,-6.844444444444444,tune
5.384615384615385,30.0,0.0,-6.688888888888889,tune
-2.153846153846154,30.0,0.0,-6.688888888888889,tune
3.76923076923077,30.0,0.0,-6.688888888888889,tune
-2.6923076923076925,30.0,0.0,-6.688888888888889,without
1.0769230769230766,30.0,0.0,-6.688888888888889,without
4.307692307692308,30.0,0.0,-6.688888888888889,without
3.76923076923077,30.0,0.0,-6.688888888888889,without
3.76923076923077,10.0,0.0,-6.896296296296296,without
-2.6923076923076925,10.0,0.0,-6.896296296296296,without
-4.3076923076923075,10.0,0.0,-6.896296296296296,without
5.384615384615385,20.0,0.0,-6.792592592592593,the
1.0769230769230766,20.0,0.0,-6.792592592592593,the
2.6923076923076916,20.0,0.0,-6.792592592592593,the
-4.846153846153847,20.0,0.0,-6.792592592592593,words
3.23076923076923,20.0,0.0,-6.792592592592593,words
0.5384615384615383,10.0,0.0,-6.896296296296296,words
-4.846153846153847,10.0,0.0,-6.896296296296296,words
0.5384615384615383,20.0,0.0,-6.792592592592593,words
-4.3076923076923075,20.0,,-6.792592592592593,
4.846153846153847,20.0,0.0,-6.792592592592593,And
-4.3076923076923075,20.0,0.0,-6.792592592592593,And
2.6923076923076916,20.0,0.0,-6.792592592592593,never
3.23076923076923,20.0,0.0,-6.792592592592593,never
3.76923076923077,20.0,0.0,-6.792592592592593,never
1.0769230769230766,20.0,0.0,-6.792592592592593,never
1.615384615384615,20.0,0.0,-6.792592592592593,never
3.23076923076923,20.0,-2.0,-6.792592592592593,stops
-6.461538461538462,5.0,-2.0,-6.948148148148148,stops
3.76923076923077,5.0,-2.0,-6.948148148148148,stops
-6.461538461538462,10.0,-2.0,-6.896296296296296,stops
-0.5384615384615383,10.0,-2.0,-6.896296296296296,stops
-0.5384615384615383,10.0,0.0,-6.896296296296296,at
0.5384615384615383,10.0,0.0,-6.896296296296296,at
-4.846153846153847,10.0,0.0,-6.896296296296296,all
3.23076923076923,35.0,0.0,-6.637037037037037,all
5.384615384615385,35.0,0.0,-6.637037037037037,all
-4.3076923076923075,35.0,,-6.637037037037037,
-4.3076923076923075,35.0,0.0,-6.637037037037037,And
3.76923076923077,35.0,0.0,-6.637037037037037,And
-4.3076923076923075,35.0,6.0,-6.637037037037037,sweetest
