x,y,z,q,words
3.76923076923077,12.0,0.0,-6.967384973791496,this
-2.6923076923076925,12.0,0.0,-6.967384973791496,this
-2.153846153846154,12.0,0.0,-6.967384973791496,this
3.23076923076923,12.0,0.0,-6.967384973791496,this
1.0769230769230766,16.0,,-6.959231217239371,
4.307692307692308,16.0,0.0,-6.959231217239371,South
3.76923076923077,16.0,0.0,-6.959231217239371,South
-2.6923076923076925,16.0,0.0,-6.959231217239371,South
0.0,28.0,0.0,-6.934769947582994,South
-4.3076923076923075,28.0,,-6.934769947582994,
2.6923076923076916,28.0,0.0,-6.934769947582994,American
-2.153846153846154,28.0,0.0,-6.934769947582994,American
-5.384615384615385,28.0,0.0,-6.934769947582994,American
-6.461538461538462,28.0,0.0,-6.934769947582994,American
0.5384615384615383,28.0,0.0,-6.934769947582994,American
4.307692307692308,4.0,0.0,-6.983692486895748,American
1.615384615384615,4.0,0.0,-6.983692486895748,American
-2.6923076923076925,12.0,0.0,-6.967384973791496,up
-4.3076923076923075,12.0,0.0,-6.967384973791496,up
2.6923076923076916,12.0,0.0,-6.967384973791496,here
-4.3076923076923075,12.0,0.0,-6.967384973791496,here
1.0769230769230766,4.0,0.0,-6.983692486895748,here
0.5384615384615383,4.0,0.0,-6.983692486895748,here
-6.461538461538462,0.0,0.0,-6.991846243447874,on
4.307692307692308,12.0,0.0,-6.967384973791496,on
-3.230769230769231,12.0,0.0,-6.967384973791496,a
-3.230769230769231,12.0,,-6.967384973791496,
5.384615384615385,20.0,0.0,-6.951077460687245,Gugg
-6.461538461538462,20.0,0.0,-6.951077460687245,Gugg
-0.5384615384615383,20.0,0.0,-6.951077460687245,Gugg
-1.0769230769230766,20.0,0.0,-6.951077460687245,walked
-4.3076923076923075,20.0,0.0,-6.951077460687245,walked
-4.846153846153847,20.0,0.0,-6.951077460687245,walked
-2.153846153846154,4.0,0.0,-6.983692486895748,walked
0.5384615384615383,4.0,0.0,-6.983692486895748,walked
5.384615384615385,12.0,0.0,-6.967384973791496,walked
-2.153846153846154,12.0,0.0,-6.967384973791496,in
3.76923076923077,12.0,0.0,-6.967384973791496,in
-2.6923076923076925,12.0,0.0,-6.967384973791496,with
-2.6923076923076925,8.0,0.0,-6.975538730343622,with
-2.153846153846154,8.0,0.0,-6.975538730343622,with
3.23076923076923,8.0,0.0,-6.975538730343622,with
5.384615384615385,16.0,0.0,-6.959231217239371,his
-2.6923076923076925,16.0,0.0,-6.959231217239371,his
1.0769230769230766,16.0,0.0,-6.959231217239371,his
2.6923076923076916,16.0,-8.0,-6.959231217239371,whore
-4.3076923076923075,16.0,-8.0,-6.959231217239371,whore
-6.461538461538462,8.0,-8.0,-6.975538730343622,whore
0.5384615384615383,8.0,-8.0,-6.975538730343622,whore
-4.846153846153847,8.0,-8.0,-6.975538730343622,whore
3.23076923076923,8.0,0.0,-6.975538730343622,and
-2.6923076923076925,8.0,0.0,-6.975538730343622,and
-4.3076923076923075,8.0,0.0,-6.975538730343622,and
3.23076923076923,8.0,0.0,-6.975538730343622,she
-6.461538461538462,8.0,0.0,-6.975538730343622,she
3.76923076923077,8.0,0.0,-6.975538730343622,she
1.0769230769230766,4.0,0.0,-6.983692486895748,sat
0.5384615384615383,4.0,0.0,-6.983692486895748,sat
3.76923076923077,8.0,0.0,-6.975538730343622,sat
-2.6923076923076925,8.0,0.0,-6.975538730343622,on
-4.3076923076923075,8.0,0.0,-6.975538730343622,on
-4.3076923076923075,12.0,0.0,-6.967384973791496,the
-4.846153846153847,12.0,0.0,-6.967384973791496,the
-3.230769230769231,12.0,0.0,-6.967384973791496,the
-4.3076923076923075,12.0,0.0,-6.967384973791496,edge
1.0769230769230766,4.0,0.0,-6.983692486895748,edge
-3.769230769230769,4.0,0.0,-6.983692486895748,edge
0.0,4.0,0.0,-6.983692486895748,edge
6.461538461538462,4.0,0.0,-6.983692486895748,of
-5.923076923076923,8.0,0.0,-6.975538730343622,of
-4.3076923076923075,8.0,0.0,-6.975538730343622,my
-4.846153846153847,8.0,0.0,-6.975538730343622,my
-6.461538461538462,8.0,0.0,-6.975538730343622,bed
0.5384615384615383,8.0,0.0,-6.975538730343622,bed
-4.846153846153847,8.0,0.0,-6.975538730343622,bed
-5.384615384615385,24.0,0.0,-6.9429237041351195,and
2.6923076923076916,24.0,0.0,-6.9429237041351195,and
1.0769230769230766,24.0,0.0,-6.9429237041351195,and
3.23076923076923,24.0,0.0,-6.9429237041351195,crossed
3.23076923076923,24.0,0.0,-6.9429237041351195,crossed
-4.3076923076923075,24.0,0.0,-6.9429237041351195,crossed
-4.846153846153847,24.0,0.0,-6.9429237041351195,crossed
-2.6923076923076925,8.0,0.0,-6.975538730343622,crossed
-4.3076923076923075,8.0,0.0,-6.975538730343622,crossed
2.6923076923076916,8.0,0.0,-6.975538730343622,crossed
-3.769230769230769,12.0,0.0,-6.967384973791496,her
-2.153846153846154,12.0,0.0,-6.967384973791496,her
0.5384615384615383,12.0,0.0,-6.967384973791496,her
-4.3076923076923075,12.0,4.0,-6.967384973791496,fine
-0.5384615384615383,12.0,4.0,-6.967384973791496,fine
-4.3076923076923075,12.0,4.0,-6.967384973791496,fine
-3.230769230769231,12.0,4.0,-6.967384973791496,fine
3.23076923076923,12.0,0.0,-6.967384973791496,legs
-6.461538461538462,8.0,0.0,-6.975538730343622,legs
0.5384615384615383,8.0,0.0,-6.975538730343622,legs
-4.846153846153847,8.0,0.0,-6.975538730343622,legs
-1.0769230769230766,12.0,0.0,-6.967384973791496,and
-4.3076923076923075,12.0,0.0,-6.967384973791496,and
1.615384615384615,12.0,0.0,-6.967384973791496,and
3.76923076923077,12.0,,-6.967384973791496,
-0.5384615384615383,24.0,0.0,-6.9429237041351195,kept
1.0769230769230766,24.0,0.0,-6.9429237041351195,kept
1.0769230769230766,24.0,0.0,-6.9429237041351195,kept
-1.0769230769230766,24.0,0.0,-6.9429237041351195,kept
-2.153846153846154,24.0,0.0,-6.9429237041351195,looking
0.5384615384615383,24.0,0.0,-6.9429237041351195,looking
-3.230769230769231,24.0,0.0,-6.9429237041351195,looking
-6.461538461538462,4.0,0.0,-6.983692486895748,looking
3.76923076923077,4.0,0.0,-6.983692486895748,looking
-2.6923076923076925,8.0,0.0,-6.975538730343622,looking
-4.3076923076923075,8.0,0.0,-6.975538730343622,looking
2.6923076923076916,8.0,0.0,-6.975538730343622,at
-0.5384615384615383,12.0,0.0,-6.967384973791496,at
-4.3076923076923075,12.0,0.0,-6.967384973791496,her
-3.230769230769231,12.0,0.0,-6.967384973791496,her
3.23076923076923,12.0,0.0,-6.967384973791496,her
-6.461538461538462,8.0,0.0,-6.975538730343622,legs
0.5384615384615383,8.0,0.0,-6.975538730343622,legs
-4.846153846153847,8.0,0.0,-6.975538730343622,legs
-2.6923076923076925,4.0,0.0,-6.983692486895748,legs
-4.3076923076923075,4.0,0.0,-6.983692486895748,and
1.615384615384615,20.0,0.0,-6.951077460687245,and
4.307692307692308,20.0,0.0,-6.951077460687245,and
-0.5384615384615383,20.0,0.0,-6.951077460687245,he
-0.5384615384615383,20.0,0.0,-6.951077460687245,he
-4.3076923076923075,20.0,0.0,-6.951077460687245,pulled
